exercise_name,session_exercises,user_text,event_type,severity
Lateral Raise,Lateral Raise; Face Pull; Triceps Pushdown; Bench Press; Deadlift; Lunge,bench had felt tight in my lower back. Overall ok.,none,na
Face Pull,Lateral Raise; Leg Press; Pull-Up; Overhead Press; Face Pull; Romanian Deadlift,"Also, couldn't get a bench so I couldn't do military press.",none,na
Barbell Row,Bench Press; Romanian Deadlift; Barbell Row; Incline Bench Press; Calf Raise,barbell row and calf raise felt too easy!,too_light,high
Calf Raise,Leg Extension; Dumbbell Fly; Triceps Pushdown; Lateral Raise; Calf Raise; Face Pull; Lat Pulldown; Bench Press,couldn't finish accessories so I cut db fly.,none,na
Lateral Raise,Lunge; Romanian Deadlift; Leg Press; Lat Pulldown; Squat; Lateral Raise; Dumbbell Fly,leg press and fly were super heavy!,none,na
Romanian Deadlift,Calf Raise; Incline Bench Press; Hamstring Curl; Romanian Deadlift; Hip Thrust,romanian deadlift too easy next time add weight. calves had 4 reps in reserve next time add weight.,too_light,high
Triceps Pushdown,Lunge; Deadlift; Triceps Pushdown; Hamstring Curl; Leg Extension,rope pushdown and split squat felt easy!,too_light,medium
Lunge,Face Pull; Calf Raise; Romanian Deadlift; Lunge; Hip Thrust; Leg Press,"Also, lunge couldn't finish.",too_heavy,low
Overhead Press,Lat Pulldown; Calf Raise; Overhead Press; Leg Press; Dumbbell Fly; Lunge; Hip Thrust; Pull-Up,BTW ohp had hurt in my hip! Will adjust next time.,pain,low
Leg Press,Dumbbell Fly; Deadlift; Leg Press; Lunge; Hip Thrust; Dumbbell Curl; Lateral Raise,pull was too light. short on time so I cut hip thrust.,none,na
Calf Raise,Hip Thrust; Incline Bench Press; Lunge; Calf Raise; Romanian Deadlift; Hamstring Curl,on hip thrust my lost tightness.,none,na
Deadlift,Incline Bench Press; Deadlift; Lateral Raise; Romanian Deadlift; Hamstring Curl,hamstring curl and pull were too heavy.,too_heavy,high
Leg Press,Pull-Up; Leg Press; Overhead Press; Calf Raise; Dumbbell Fly; Dumbbell Curl; Squat,Everything went fine.,none,na
Face Pull,Squat; Calf Raise; Leg Extension; Dumbbell Fly; Romanian Deadlift; Face Pull; Lunge,"Felt good today, no issues.",none,na
Hip Thrust,Hip Thrust; Triceps Pushdown; Dumbbell Curl; Lat Pulldown; Overhead Press; Hamstring Curl; Barbell Row,Solid session.,none,na
Pull-Up,Leg Extension; Hip Thrust; Face Pull; Leg Press; Overhead Press; Lateral Raise; Triceps Pushdown; Pull-Up,had to leave early so I cut ohp. couldn't finish accessories so I cut face pull.,none,na
Barbell Row,Hamstring Curl; Barbell Row; Face Pull; Triceps Pushdown; Romanian Deadlift; Lat Pulldown; Pull-Up,chin-up had sharp pain in my hip!,none,na
Lateral Raise,Triceps Pushdown; Lateral Raise; Lunge; Calf Raise; Dumbbell Fly; Hip Thrust; Dumbbell Curl,calves could go heavier could increase load. fly was too heavy and I failed the last rep.,none,na
Leg Press,Lateral Raise; Leg Press; Calf Raise; Bench Press; Romanian Deadlift,rdl was too heavy and I missed reps. lateral raise too easy next time add weight.,none,na
Leg Press,Lat Pulldown; Leg Extension; Squat; Barbell Row; Leg Press; Overhead Press,All good.,none,na
Bench Press,Bench Press; Hip Thrust; Leg Extension; Leg Press; Overhead Press; Pull-Up; Calf Raise,All good.,none,na
Romanian Deadlift,Incline Bench Press; Lat Pulldown; Barbell Row; Romanian Deadlift; Hip Thrust,rdl had sharp pain in my neck!,pain,low
Deadlift,Hip Thrust; Barbell Row; Lat Pulldown; Deadlift; Squat; Pull-Up; Incline Bench Press,Note: incline bench felt like warmup next time add weight.,none,na
Dumbbell Curl,Incline Bench Press; Calf Raise; Deadlift; Lateral Raise; Leg Press; Barbell Row; Dumbbell Curl,on leg press my lost tightness. barbell row was too heavy and I missed reps.,none,na
Barbell Row,Lateral Raise; Barbell Row; Leg Press; Calf Raise; Dumbbell Fly; Squat,bb row missed reps.,too_heavy,medium
Leg Extension,Leg Extension; Hamstring Curl; Lateral Raise; Barbell Row; Incline Bench Press; Lunge; Triceps Pushdown,quad extension failed last set.,too_heavy,medium
Leg Press,Leg Extension; Leg Press; Lateral Raise; Overhead Press; Lunge; Bench Press; Hip Thrust; Dumbbell Fly,"Also, flat bench and glute bridge were too heavy.",none,na
Face Pull,Face Pull; Calf Raise; Lateral Raise; Leg Extension; Bench Press; Dumbbell Fly; Squat; Deadlift,face pull and benchpress were super heavy and I couldn't finish all reps!,too_heavy,medium
Hip Thrust,Dumbbell Curl; Romanian Deadlift; Calf Raise; Deadlift; Lunge; Leg Press; Hip Thrust; Hamstring Curl,calves absolutely brutal and I missed reps!,none,na
Face Pull,Leg Extension; Incline Bench Press; Face Pull; Lunge; Deadlift; Leg Press; Romanian Deadlift; Barbell Row,split squat had 4 reps in reserve! bb row too easy next time add weight! rdl had to stop early!,none,na
Triceps Pushdown,Dumbbell Curl; Deadlift; Triceps Pushdown; Hip Thrust; Dumbbell Fly; Face Pull; Lateral Raise,dumbbell fly failed last set! face pull couldn't finish.,none,na
Triceps Pushdown,Calf Raise; Incline Bench Press; Lunge; Triceps Pushdown; Squat; Dumbbell Curl; Lateral Raise,incline bnech smoked me and I failed the last rep. pushdown had pain in my hip! Need more rest.,pain,low
Squat,Lateral Raise; Squat; Lunge; Leg Extension; Pull-Up,squat had pain in my lower back. lunge was too light could increase load.,pain,low
Dumbbell Curl,Lateral Raise; Dumbbell Curl; Incline Bench Press; Leg Press; Face Pull,leg press smoked me. Will adjust next time.,none,na
Leg Press,Lat Pulldown; Lunge; Hamstring Curl; Leg Press; Bench Press; Triceps Pushdown,"Also, bad sleep today!",other,medium
Lunge,Dumbbell Fly; Calf Raise; Barbell Row; Deadlift; Romanian Deadlift; Lunge; Incline Bench Press; Bench Press,BTW row had sharp pain in my ankle. dumbbell fly was too light could increase load! not recovered today!,none,na
Squat,Triceps Pushdown; Leg Press; Squat; Dumbbell Curl; Barbell Row; Overhead Press; Hamstring Curl,had to leave early so I cut leg press!,none,na
Face Pull,Squat; Deadlift; Incline Bench Press; Triceps Pushdown; Face Pull; Lateral Raise,pull absolutely brutal and I failed the last rep.,none,na
Dumbbell Fly,Incline Bench Press; Hamstring Curl; Pull-Up; Lunge; Dumbbell Fly; Calf Raise,chin-up absolutely brutal and I missed reps!,none,na
Dumbbell Curl,Dumbbell Curl; Face Pull; Pull-Up; Calf Raise; Overhead Press; Leg Extension; Hip Thrust,quad extension too easy next time add weight!,none,na
Lateral Raise,Incline Bench Press; Squat; Hip Thrust; Deadlift; Lateral Raise; Dumbbell Fly,db fly had felt tight in my ankle! ngl,none,na
Face Pull,Face Pull; Incline Bench Press; Bench Press; Romanian Deadlift; Barbell Row; Triceps Pushdown,"Also, face pull failed last set.",too_heavy,medium
Leg Extension,Lat Pulldown; Hip Thrust; Calf Raise; Lunge; Pull-Up; Triceps Pushdown; Leg Extension; Leg Press,"Also, tricep pushdown had felt tight in my hip!",none,na
Pull-Up,Pull-Up; Deadlift; Overhead Press; Barbell Row; Lateral Raise; Dumbbell Curl,dl couldn't finish.,none,na
Hip Thrust,Hamstring Curl; Squat; Incline Bench Press; Lunge; Hip Thrust; Lat Pulldown,incline bench absolutely brutal and I failed the last rep.,none,na
Dumbbell Curl,Pull-Up; Lunge; Barbell Row; Dumbbell Curl; Face Pull; Romanian Deadlift; Hip Thrust; Lateral Raise,pullup had 4 reps in reserve could increase load. on db curl my knees caved. time crunch so I cut glute bridge. Overall ok.,form,medium
Romanian Deadlift,Pull-Up; Leg Press; Face Pull; Calf Raise; Dumbbell Curl; Romanian Deadlift; Triceps Pushdown,romanian deadlift absolutely brutal and I failed the last rep.,too_heavy,medium
Lunge,Lunge; Incline Bench Press; Dumbbell Fly; Hip Thrust; Leg Press; Romanian Deadlift; Deadlift; Triceps Pushdown,Note: time crunch so I cut fly.,none,na
Dumbbell Fly,Hip Thrust; Triceps Pushdown; Incline Bench Press; Hamstring Curl; Lat Pulldown; Dumbbell Fly; Bench Press,hip thrust and lat pulldown were super heavy!,none,na
Dumbbell Curl,Leg Extension; Dumbbell Fly; Pull-Up; Incline Bench Press; Hip Thrust; Dumbbell Curl; Lat Pulldown,incline bench too easy. rack was occupied so I couldn't do chinup.,none,na
Triceps Pushdown,Squat; Hamstring Curl; Leg Press; Lunge; Dumbbell Fly; Triceps Pushdown,hamstring curl had 4 reps in reserve next time add weight!,none,na
Face Pull,Deadlift; Incline Bench Press; Face Pull; Calf Raise; Dumbbell Fly; Triceps Pushdown; Leg Press,db fly failed last set. incline bench smoked me and I missed reps.,none,na
Triceps Pushdown,Bench Press; Triceps Pushdown; Incline Bench Press; Hip Thrust; Barbell Row; Overhead Press; Leg Extension,ohp failed last set! Overall ok.,none,na
Barbell Row,Hip Thrust; Deadlift; Dumbbell Curl; Barbell Row; Overhead Press; Triceps Pushdown; Leg Extension; Lat Pulldown,"Felt good today, no issues.",none,na
Leg Extension,Barbell Row; Dumbbell Curl; Dumbbell Fly; Hamstring Curl; Squat; Leg Extension; Hip Thrust,hip thrust missed reps. short on time so I cut leg curl.,none,na
Incline Bench Press,Lat Pulldown; Incline Bench Press; Lateral Raise; Dumbbell Fly; Lunge; Barbell Row; Triceps Pushdown; Face Pull,stressful day today.,other,high
Barbell Row,Squat; Calf Raise; Leg Press; Triceps Pushdown; Barbell Row,tricep pushdown had felt tight in my lower back!,none,na
Lunge,Face Pull; Pull-Up; Lunge; Triceps Pushdown; Overhead Press; Bench Press,couldn't get a bench so I couldn't do face pull. ngl,none,na
Face Pull,Lat Pulldown; Romanian Deadlift; Triceps Pushdown; Barbell Row; Face Pull,not recovered today.,none,na
Triceps Pushdown,Triceps Pushdown; Hamstring Curl; Leg Press; Calf Raise; Barbell Row; Lunge; Face Pull; Romanian Deadlift,Everything went fine.,none,na
Hip Thrust,Hip Thrust; Romanian Deadlift; Hamstring Curl; Dumbbell Curl; Triceps Pushdown; Pull-Up,db curl had to stop early! hamstring curl was too light next time add weight! ngl,none,na
Barbell Row,Squat; Barbell Row; Pull-Up; Hamstring Curl; Bench Press; Deadlift; Calf Raise; Lateral Raise,Note: stressful day today. chinup had 4 reps in reserve could increase load. bb row had to stop early and I failed the last rep.,too_heavy,low
Face Pull,Dumbbell Fly; Triceps Pushdown; Face Pull; Hip Thrust; Pull-Up,felt gassed today.,none,na
Barbell Row,Barbell Row; Hamstring Curl; Triceps Pushdown; Calf Raise; Dumbbell Curl,"Felt good today, no issues.",none,na
Romanian Deadlift,Lateral Raise; Calf Raise; Hip Thrust; Pull-Up; Romanian Deadlift; Leg Extension,"Also, calves, chin-up, and side raise were brutal.",none,na
Leg Extension,Leg Press; Face Pull; Lunge; Hamstring Curl; Pull-Up; Lateral Raise; Overhead Press; Leg Extension,hamstring curl and press were brutal and I couldn't finish all reps.,none,na
Dumbbell Curl,Barbell Row; Pull-Up; Face Pull; Deadlift; Dumbbell Curl; Triceps Pushdown; Dumbbell Fly,pushdown felt like warmup could increase load. tbh,none,na
Incline Bench Press,Incline Bench Press; Lunge; Overhead Press; Leg Press; Face Pull; Lat Pulldown; Hamstring Curl,short on time so I cut lat pulldown! bad sleep today.,none,na
Leg Press,Lunge; Romanian Deadlift; Face Pull; Hamstring Curl; Bench Press; Leg Press,Note: rdl and press were too heavy and I couldn't finish all reps.,too_heavy,medium
Romanian Deadlift,Romanian Deadlift; Squat; Hip Thrust; Bench Press; Deadlift; Face Pull; Hamstring Curl,leg curl could go heavier. Overall ok.,none,na
Lat Pulldown,Leg Press; Lunge; Romanian Deadlift; Face Pull; Lat Pulldown; Overhead Press; Pull-Up; Bench Press,flat bench could go heavier.,none,na
Lunge,Hip Thrust; Calf Raise; Romanian Deadlift; Lateral Raise; Lunge; Bench Press,couldn't get a bnech so I couldn't do glute bridge. ngl,none,na
Overhead Press,Face Pull; Calf Raise; Dumbbell Curl; Lateral Raise; Barbell Row; Triceps Pushdown; Pull-Up; Overhead Press,face pull had to stop early! chin-up absolutely brutal and I missed reps. Will adjust next time.,none,na
Romanian Deadlift,Lunge; Triceps Pushdown; Bench Press; Incline Bench Press; Romanian Deadlift; Deadlift; Lateral Raise,lateral raise felt easy.,none,na
Triceps Pushdown,Lunge; Triceps Pushdown; Leg Press; Squat; Barbell Row; Deadlift; Calf Raise,leg press could go heavier could increase load!,none,na
Incline Bench Press,Pull-Up; Barbell Row; Incline Bench Press; Bench Press; Hamstring Curl; Overhead Press; Leg Extension; Romanian Deadlift,rdl and ohp felt too easy.,none,na
Calf Raise,Dumbbell Fly; Leg Extension; Face Pull; Triceps Pushdown; Calf Raise; Squat; Bench Press,rear delt felt super heavy! Will adjust next time.,none,na
Hamstring Curl,Hamstring Curl; Incline Bench Press; Bench Press; Dumbbell Curl; Pull-Up; Hip Thrust,bp had felt sketchy in my knee! Will adjust next time.,none,na
Squat,Squat; Barbell Row; Hamstring Curl; Face Pull; Deadlift; Pull-Up,Solid session.,none,na
Deadlift,Romanian Deadlift; Pull-Up; Triceps Pushdown; Barbell Row; Deadlift; Lateral Raise; Squat; Lunge,pushdown and chinup felt too easy. romanian deadlift had felt sketchy in my knee.,none,na
Dumbbell Curl,Squat; Deadlift; Dumbbell Curl; Barbell Row; Hamstring Curl,leg curl smoked me. on curl my knees caved.,form,medium
Leg Press,Overhead Press; Deadlift; Barbell Row; Leg Press; Lateral Raise; Dumbbell Curl; Face Pull; Hip Thrust,stressful day today.,other,medium
Leg Press,Squat; Calf Raise; Leg Press; Triceps Pushdown; Barbell Row,tricep pushdown had felt tight in my lower back!,none,na
Deadlift,Deadlift; Bench Press; Dumbbell Fly; Barbell Row; Hamstring Curl; Overhead Press,Everything went fine.,none,na
Deadlift,Hip Thrust; Lateral Raise; Leg Press; Deadlift; Romanian Deadlift; Pull-Up; Overhead Press,on pull-up my back rounded!,none,na
Leg Press,Lunge; Leg Press; Bench Press; Romanian Deadlift; Hip Thrust; Calf Raise; Triceps Pushdown,flat bench smoked me and I failed the last rep. Need more rest.,none,na
Pull-Up,Calf Raise; Romanian Deadlift; Pull-Up; Squat; Lunge,romanian deadlift and pullup felt light!,too_light,medium
Calf Raise,Lunge; Face Pull; Squat; Hip Thrust; Lat Pulldown; Calf Raise; Bench Press,"Also, split squat had hurt in my elbow. felt low energy today. lat pulldown was too heavy and I failed the last rep.",none,na
Incline Bench Press,Incline Bench Press; Lat Pulldown; Barbell Row; Romanian Deadlift; Hip Thrust,rdl had sharp pain in my neck!,none,na
Lateral Raise,Lateral Raise; Face Pull; Barbell Row; Leg Press; Romanian Deadlift; Overhead Press,"Also, shoulder press couldn't finish! couldn't finish accessories so I cut romanian deadlift. press absolutely brutal and I failed the last rep! Will adjust next time.",none,na
Dumbbell Fly,Face Pull; Dumbbell Fly; Hamstring Curl; Calf Raise; Hip Thrust,rear delt and db fly were super heavy and I couldnt finish all reps.,too_heavy,medium
Triceps Pushdown,Hamstring Curl; Calf Raise; Pull-Up; Triceps Pushdown; Barbell Row; Lunge,on bb row my back rounded.,none,na
Triceps Pushdown,Calf Raise; Romanian Deadlift; Triceps Pushdown; Lateral Raise; Lunge; Incline Bench Press,All good.,none,na
Incline Bench Press,Squat; Calf Raise; Leg Press; Barbell Row; Leg Extension; Incline Bench Press,quad extension felt super heavy. squat had to stop early and I missed reps.,none,na
Bench Press,Dumbbell Fly; Triceps Pushdown; Romanian Deadlift; Barbell Row; Deadlift; Bench Press; Calf Raise; Overhead Press,bad sleep today.,none,na
Lunge,Leg Extension; Lunge; Triceps Pushdown; Leg Press; Pull-Up; Hamstring Curl; Hip Thrust; Face Pull,time crunch so I cut lunge. hip thrust had tweak in my ankle.,time,low
Triceps Pushdown,Barbell Row; Lunge; Lateral Raise; Hip Thrust; Dumbbell Fly; Triceps Pushdown; Squat; Romanian Deadlift,Everything went fine.,none,na
Barbell Row,Bench Press; Romanian Deadlift; Face Pull; Barbell Row; Hamstring Curl; Dumbbell Fly; Dumbbell Curl; Triceps Pushdown,rope pushdown and flat bench felt easy could add weight next time.,none,na
Lunge,Squat; Lunge; Lateral Raise; Face Pull; Leg Extension; Incline Bench Press; Barbell Row,leg extension felt easy could increase load. on lunge my knees caved!,form,low
Deadlift,Dumbbell Fly; Triceps Pushdown; Dumbbell Curl; Squat; Deadlift,dl felt like warmup could increase load.,too_light,medium
Bench Press,Hip Thrust; Leg Press; Calf Raise; Lateral Raise; Incline Bench Press; Deadlift; Triceps Pushdown; Bench Press,not recovered today. Will adjust next time.,none,na
Overhead Press,Squat; Leg Extension; Dumbbell Curl; Overhead Press; Bench Press,BTW on shoulder press my couldn't keep balance.,form,low
Bench Press,Pull-Up; Lunge; Dumbbell Curl; Lat Pulldown; Bench Press; Hamstring Curl; Incline Bench Press; Overhead Press,dumbbell curl failed last set. on lat pulldown my back rounded. Will adjust next time.,none,na
Face Pull,Face Pull; Barbell Row; Hip Thrust; Dumbbell Fly; Deadlift,barbell row absolutely brutal and I missed reps. pull had 4 reps in reserve. Overall ok.,none,na
Lateral Raise,Romanian Deadlift; Dumbbell Curl; Calf Raise; Pull-Up; Lateral Raise; Bench Press; Leg Extension,ran out of time so I cut curl. couldn't finish accessories so I cut calves. Need more rest.,none,na
Squat,Squat; Lunge; Deadlift; Hip Thrust; Lat Pulldown; Leg Extension; Lateral Raise; Bench Press,Note: bp and glute bridge were super heavy.,none,na
Lateral Raise,Lateral Raise; Leg Extension; Incline Bench Press; Triceps Pushdown; Pull-Up; Barbell Row; Leg Press,felt gassed today.,none,na
Dumbbell Fly,Incline Bench Press; Deadlift; Romanian Deadlift; Dumbbell Fly; Triceps Pushdown,"Also, romanian deadlift too easy.",none,na
Calf Raise,Romanian Deadlift; Incline Bench Press; Calf Raise; Squat; Overhead Press; Deadlift,squat had hurt in my shoulder!,none,na
Pull-Up,Incline Bench Press; Lateral Raise; Bench Press; Overhead Press; Leg Press; Pull-Up,on leg press my lost tightness. couldn't finish accessories so I cut chinup.,time,low
